,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2.5907932594282266,-0.2551643850703815,4.037431668966588,0.21112191054991425,0.1491501731806817,3.5344785203403584,1.8671001439778674,4.694625914002236,1.9890517563604238,3.010433645662442,0.6724870082330423,2.452804722088791,2.8357091023730097,0.84331604897451,-0.12540629664623282,0.8767281157739031,1.6795134672147731,1.9962162651037139,1.0415089812128584,-2.834316107352948,1
1,5.918987252316496,4.274986567411988,5.587432677898933,2.5864476231987346,3.866588926174206,3.9184098767463356,3.7764306326131223,1.6172778463063366,4.607273871649573,1.9402780877583365,4.289761105181551,2.821584290223825,3.131282498699413,2.405751543741121,3.4044725416841786,1.2781698564774322,5.0988579795201705,3.3366287244667303,3.500478939202811,1.7711050743778098,1
2,5.90040320259547,4.932538393856986,5.672558966396181,3.6534820195365656,4.673747152191896,5.218467942868694,4.143715769831777,5.54074787179583,4.137012226613432,5.100820212179068,5.230337199746961,4.489839287674629,5.87000737646176,7.812776057173408,6.036075810196541,5.347298374451739,4.618888581245015,4.926508829368622,6.783994453478558,5.535955072155902,1
3,2.6130237563709118,1.4237554987650136,3.05868031286487,1.061070694961396,1.0385690738396285,3.613633485168805,3.3647399158357985,2.39086276764268,4.952517212552397,2.823546381135266,2.4827421637566176,2.9168348080592414,2.9033318140115987,1.8870139872427876,1.976847144435463,3.138426083632724,3.3047830046045226,1.6673056248035656,2.897433921570433,2.6083119449674212,1
4,6.16169526430526,8.078179271986514,7.104519480026768,3.1471274324547034,6.3081391294262925,6.9316016409377905,4.7488993803289485,3.2361156303025167,4.464251087293757,7.1651779686959305,5.038616419010463,4.481637331119154,5.833265380175596,4.506067115504455,3.819775376569986,3.36777535430964,5.806142698469805,6.550327500360647,4.315287222076954,4.126194826641912,1
5,2.722966957409637,1.481479092132904,1.136970432156959,3.9792434481233725,1.7925212302969733,1.1202074675929508,2.227211212309825,2.140595789909578,1.3380787579410576,0.9562924089083691,0.9427394667791704,2.7045306999597805,2.740857767822739,0.954720993595445,1.73919604236103,2.867035612944037,1.1213638882442085,2.334581950331546,0.9911275513103581,4.461393241871009,1
6,-1.841580277686539,0.01728513923771957,-0.7204173707479864,0.8712489951953315,0.03635553409784742,0.18825410598210612,-0.7157959637242941,-0.49314280732042093,0.01103398872704009,0.7174176866885351,-0.13227016291682148,0.37472444089074664,-0.19992012294397998,-0.43008994713947457,0.8978668539565631,-0.013516552248585612,0.1480743444076278,-0.75045572940309,-1.1220857711140577,1.158698448867861,1
7,5.878228835861462,3.780297924226663,5.49159453732509,6.031532335598316,7.02428631406585,5.474878542545353,6.424117737253075,5.897810408562345,4.899076776750405,6.492235717238701,4.523653776491349,6.025985007471114,6.320336437983701,5.690609884151952,4.357784995298477,6.668025107124432,5.094104440170883,6.4234887527213775,5.184621968614959,5.7729767677558925,1
8,2.5470691637200265,1.7707377766263874,2.506591829542537,1.3355765082342788,1.9650709550666925,2.313285297598649,-0.2311690904501611,3.60120461909516,1.8653596772308205,1.3867571864020116,2.1986927559869502,1.9088877944721905,1.8367204125099046,5.27408890229723,3.453870274237577,2.66847560671363,3.371285980613578,3.234050293184231,3.5986459251917244,0.9138280954699758,1
9,3.609358313215872,5.098408385155262,5.003247466815791,5.731196928313003,6.409998354308707,4.604465164592566,4.66713806662597,2.619747419870138,3.6956920320064146,3.922465505166361,4.020617711596325,3.2309215780797933,3.3719793950202086,3.98308400439769,4.682584329749025,5.490108108170058,5.086375915763544,5.365994036766986,3.390627851700654,5.20874947966726,1
